Applied,Marks,NextMarks
0,51,73
0,64,83
0,52,77
1,92,92
0,93,97
0,75,84
1,83,87
0,84,99
1,57,58
0,80,99
0,50,55
1,66,97
1,70,75
1,98,98
1,71,77
0,76,88
0,53,73
0,84,93
0,72,98
0,68,94
0,51,73
0,81,95
1,87,87
1,64,65
0,66,96
0,92,94
0,59,89
0,66,83
0,80,97
0,83,91
0,66,93
0,53,78
1,98,99
0,81,98
0,61,94
0,59,97
0,90,98
0,70,99
0,53,77
0,52,69
0,54,79
0,82,95
0,78,96
0,75,84
0,90,93
0,52,82
0,58,90
0,94,97
1,98,98
1,95,95
0,80,96
0,60,76
0,54,67
1,99,99
0,60,94
1,95,97
1,72,73
1,90,99
1,97,99
1,95,98
0,52,72
0,56,63
0,89,98
0,66,79
0,76,94
0,60,68
0,65,75
0,88,97
0,68,73
0,81,89
1,97,97
0,97,99
0,87,99
1,97,99
0,89,91
0,59,63
1,98,99
0,69,91
0,61,67
0,71,88
0,84,96
1,76,81
0,82,86
0,59,70
0,50,79
1,87,87
1,93,96
0,52,73
0,61,74
0,71,81
0,80,89
0,71,90
1,54,55
0,82,94
1,98,98
0,51,94
0,64,82
0,62,71
0,58,85
1,91,99
0,69,93
0,56,66
0,94,99
1,70,80
0,73,95
0,92,97
0,83,93
1,63,65
0,94,96
0,67,96
0,80,85
0,72,95
0,52,58
0,69,89
1,99,99
0,94,99
0,88,97
0,97,99
0,68,87
1,93,98
0,76,95
0,75,80
0,71,89
0,67,92
0,53,58
0,62,73
0,66,74
1,93,96
0,73,91
0,71,96
1,87,92
0,66,98
0,77,89
0,66,97
1,96,96
0,65,88
0,80,87
1,98,99
1,59,87
0,75,92
0,79,98
0,77,88
0,91,93
0,77,90
0,75,86
1,86,96
0,77,81
1,99,99
0,91,95
0,64,99
0,89,96
0,59,89
0,83,90
0,76,90
0,59,86
1,94,94
0,81,93
0,60,86
1,84,85
0,83,91
0,72,80
0,57,61
0,92,97
1,73,86
0,76,87
1,94,94
0,89,92
1,96,96
0,53,91
0,75,85
0,51,88
1,84,97
1,94,94
0,56,93
1,80,89
0,88,97
0,92,95
1,70,95
1,72,73
0,50,89
0,67,93
1,97,97
0,72,83
1,70,72
0,68,95
0,97,99
0,62,98
0,55,79
0,82,88
0,72,75
1,98,99
1,85,90
0,97,99
0,83,93
1,85,85
0,60,87
1,73,91
1,98,98
0,78,82
1,78,78
0,74,83
0,66,99
0,64,88
1,99,99
0,84,86
0,83,98
0,64,86
0,60,87
0,88,96
0,51,91
0,52,75
0,60,63
0,78,81
0,87,90
1,79,84
1,98,99
1,95,99
0,81,95
0,68,93
1,96,96
0,59,84
1,61,62
0,70,90
0,80,94
0,92,98
1,98,99
0,72,90
0,51,88
0,51,72
0,52,71
0,53,63
0,61,97
0,83,95
1,89,90
1,83,84
0,82,91
1,63,87
1,97,98
0,77,88
1,85,85
0,63,91
0,84,88
1,80,80
0,64,83
1,99,99
1,76,82
0,64,86
1,73,91
1,81,87
0,61,63
0,69,72
1,91,91
0,59,62
0,84,98
1,93,94
0,81,96
0,62,99
1,95,95
0,56,83
1,99,99
0,58,62
0,77,90
0,81,93
0,94,97
0,74,85
0,71,88
0,68,96
1,78,78
1,79,86
1,87,88
0,52,86
0,94,99
0,65,77
1,96,99
0,57,99
0,82,99
0,85,98
0,61,69
0,92,99
0,91,98
1,99,99
0,73,79
0,51,85
0,70,78
1,60,61
0,75,82
1,92,99
0,75,93
0,57,84
1,82,91
0,66,76
0,80,95
0,66,71
0,71,80
0,58,72
0,94,99
0,82,98
0,82,90
0,69,72
1,91,93
0,88,98
1,80,90
0,85,96
0,85,99
1,55,64
1,70,70
0,82,92
0,56,82
0,65,90
0,89,97
0,84,99
0,55,65
0,78,92
0,64,74
0,72,89
0,76,95
0,71,81
0,76,78
1,94,95
0,86,99
0,70,96
1,97,98
1,93,94
1,94,95
0,97,99
1,99,99
0,71,86
0,57,90
0,60,91
0,91,98
0,97,99
0,60,81
0,56,78
0,78,83
0,64,69
0,85,99
1,60,62
0,89,94
0,64,69
0,52,82
0,86,92
0,59,65
0,69,89
0,74,88
0,54,98
0,72,98
0,62,94
1,55,91
0,63,96
1,99,99
0,83,98
0,89,98
0,69,74
0,74,95
0,61,78
0,77,84
1,88,91
0,61,80
1,58,59
0,74,80
0,59,96
0,63,77
0,69,94
0,67,69
1,85,85
0,57,76
0,69,83
0,54,74
1,87,91
0,83,87
1,97,97
0,67,84
0,64,85
0,71,84
0,83,89
0,70,80
0,52,63
1,99,99
0,82,89
0,54,70
0,77,88
1,66,70
1,83,84
0,82,94
0,81,84
0,77,96
0,61,94
0,81,96
0,71,89
1,97,98
0,87,95
1,98,99
1,84,88
0,78,84
0,57,80
1,98,98
0,76,81
1,50,99
0,75,91
1,57,74
0,57,98
1,89,91
1,98,98
0,78,86
1,94,94
0,65,85
0,72,94
0,59,67
0,59,66
0,75,80
0,59,64
1,96,96
1,68,83
0,65,84
0,51,93
1,50,50
0,58,78
0,60,87
1,97,99
0,63,97
0,84,97
1,98,99
1,64,68
0,84,86
1,98,99
0,89,99
1,75,81
0,83,96
0,94,98
1,82,83
0,80,84
1,97,97
0,70,75
0,93,98
0,93,97
0,74,79
0,86,88
0,94,99
1,87,90
0,55,86
0,86,95
0,88,98
0,57,69
0,78,95
1,92,95
1,85,86
0,59,79
0,94,99
0,76,99
0,72,87
0,55,97
1,98,98
0,75,84
0,97,99
0,84,97
0,93,95
0,60,91
1,91,91
1,74,87
0,88,99
1,82,82
0,59,98
0,70,88
1,95,96
0,96,99
1,55,63
0,65,80
1,62,62
1,98,98
1,77,77
0,72,93
0,64,89
0,62,95
1,93,94
1,64,72
0,68,94
1,71,71
0,70,94
0,73,84
0,72,98
0,94,99
0,59,63
0,53,74
1,82,83
0,95,99
1,95,96
0,51,87
0,68,94
1,89,89
0,58,72
1,65,74
1,97,98
0,86,88
0,90,94
0,72,75
0,56,79
1,71,83
1,95,96
1,82,83
0,89,97
0,94,98
1,67,69
0,68,98
0,92,99
1,99,99
0,58,78
0,78,93
0,54,96
0,56,65
1,73,74
0,93,99
1,97,97
0,72,82
1,86,87
0,85,98
0,66,92
0,52,98
1,83,83
0,74,96
0,67,71
0,59,93
0,69,97
0,91,98
0,52,89
0,76,87
1,60,83
0,62,97
0,91,96
1,55,59
0,83,94
0,68,92
0,67,97
0,67,81
0,55,82
0,90,98
0,75,99
0,51,87
0,80,99
0,97,99
0,53,60
0,64,93
0,90,96
0,65,91
1,91,93
0,60,84
1,92,92
0,67,69
0,77,90
0,53,71
1,72,90
1,75,76
1,97,98
0,74,92
1,99,99
0,56,88
0,78,90
1,96,96
1,95,95
0,66,99
0,58,80
1,83,84
0,59,94
0,60,96
0,83,95
0,62,80
0,54,90
0,66,85
0,89,92
0,69,95
1,98,99
1,69,76
0,65,94
0,92,97
1,94,95
0,65,84
0,67,93
0,84,98
1,79,81
0,52,70
0,51,62
0,73,79
1,75,76
0,79,83
1,89,89
0,58,72
0,88,90
0,69,78
0,77,85
1,85,85
0,82,97
0,79,91
0,75,96
0,78,82
0,90,97
0,90,97
0,50,64
1,96,97
0,88,92
0,59,83
0,68,93
1,95,95
1,98,98
0,77,98
0,75,86
1,72,74
0,63,86
0,86,92
1,86,98
0,84,96
1,82,84
0,59,70
0,51,71
0,79,94
0,72,97
0,93,95
1,94,97
0,83,89
0,56,71
0,64,94
0,69,86
0,62,76
0,66,84
0,77,89
0,54,83
0,83,85
1,98,99
0,80,97
0,84,88
0,76,98
1,92,92
0,85,97
0,75,95
0,69,87
0,76,79
0,65,93
0,77,90
0,59,63
0,86,98
0,61,81
0,84,94
0,55,76
0,58,82
0,95,99
0,82,99
0,81,98
1,90,90
0,81,90
1,96,99
0,75,88
1,99,99
0,76,79
0,82,88
0,63,74
0,83,97
1,76,77
0,68,98
0,74,93
0,65,99
0,78,90
0,71,77
1,99,99
1,92,93
0,82,99
0,81,89
0,58,87
1,93,96
0,55,63
1,91,92
1,89,90
0,87,90
0,72,85
0,73,89
0,66,88
1,99,99
1,91,92
1,98,98
0,51,80
0,61,90
0,94,99
1,95,95
0,62,79
0,54,84
0,65,91
0,61,86
1,67,67
0,81,93
0,72,98
1,98,98
0,87,94
1,65,86
1,94,95
0,53,61
0,83,88
0,88,94
0,65,91
1,80,82
0,80,97
0,96,99
1,94,94
0,86,97
0,65,84
0,60,94
0,80,89
0,79,91
0,81,88
0,71,96
0,64,96
0,92,96
0,50,78
0,51,72
0,89,96
0,76,78
1,89,89
1,79,80
1,81,82
0,60,71
0,62,76
0,86,96
0,63,82
0,53,65
0,55,83
0,58,69
0,67,93
0,92,99
0,91,94
0,78,94
0,86,96
1,89,94
0,55,90
0,80,87
0,69,72
0,67,85
0,50,67
1,50,71
0,73,91
0,75,84
1,98,98
0,66,80
1,98,98
0,81,99
0,68,74
0,70,98
0,53,81
0,93,99
1,90,96
0,67,81
0,78,83
0,63,68
0,55,96
0,94,98
1,86,86
0,51,90
0,77,80
1,55,56
0,76,86
0,71,78
0,69,81
1,78,86
0,71,77
0,67,69
0,62,89
1,57,58
0,54,56
0,64,91
0,51,62
0,76,95
1,57,62
0,70,83
0,62,87
1,82,82
1,89,92
0,50,97
1,89,93
1,62,62
0,60,66
1,93,96
0,83,94
0,54,56
1,86,87
1,67,96
0,78,93
0,69,77
1,75,75
0,70,72
0,62,95
1,87,89
1,87,98
0,60,71
1,64,85
0,74,81
0,68,87
0,66,75
0,61,63
0,68,92
0,81,93
1,94,94
0,61,66
0,79,97
0,94,99
1,81,82
0,52,91
0,90,98
0,58,61
1,96,96
0,85,95
1,56,56
0,80,86
0,50,91
0,58,76
0,50,82
0,68,97
1,94,95
0,93,98
0,84,90
1,78,96
1,99,99
0,85,92
1,75,94
0,58,81
0,55,93
0,72,92
0,60,81
1,99,99
0,56,58
0,60,73
1,69,69
1,97,98
0,71,78
0,85,97
0,57,98
0,66,69
0,59,67
0,76,98
0,81,94
1,62,62
0,54,67
0,54,58
0,54,75
1,90,91
0,58,68
0,54,67
1,93,94
1,83,88
0,56,94
0,51,71
1,87,92
1,98,98
0,91,94
0,55,81
1,56,67
0,57,98
0,70,93
0,72,86
1,95,97
0,83,99
0,72,78
0,52,89
0,82,97
0,50,59
0,64,77
0,81,97
1,82,83
1,92,94
0,56,85
0,74,77
1,99,99
0,64,97
0,64,84
1,95,96
0,52,79
0,58,84
1,70,84
0,62,73
1,95,96
1,51,58
0,52,72
0,57,62
0,81,89
1,87,91
1,96,96
0,98,99
0,84,95
0,80,85
0,86,99
0,75,98
0,86,88
0,55,81
0,73,80
0,72,97
0,95,98
1,97,98
1,62,87
0,74,97
0,52,76
0,64,91
0,85,87
0,69,87
0,85,99
0,57,88
0,53,70
0,79,82
0,89,97
0,65,74
1,61,61
0,85,94
0,78,91
0,73,82
0,78,90
0,87,99
0,78,99
1,96,97
0,59,87
0,63,83
0,65,70
0,88,95
0,58,83
1,98,98
0,94,98
1,88,88
1,97,97
0,51,54
1,50,51
0,54,57
0,81,99
0,55,88
0,76,84
0,78,98
0,84,99
0,50,54
0,68,81
0,67,84
0,52,92
0,73,81
0,69,97
0,70,84
0,86,92
1,73,80
0,81,91
1,99,99
0,52,65
0,70,90
0,63,85
0,63,76
1,80,86
1,92,92
1,94,94
0,91,99
1,57,60
0,88,94
0,69,90
0,69,86
1,68,83
1,77,80
0,64,80
0,63,64
0,77,99
0,78,85
0,78,96
0,71,83
1,50,50
1,81,98
0,53,58
1,93,93
0,66,96
0,61,85
0,52,71
0,76,87
1,85,88
0,89,95
0,50,58
0,80,88
0,52,97
0,60,78
0,86,95
1,91,97
0,80,94
1,98,98
0,82,91
0,61,86
1,91,97
1,79,80
0,89,99
0,85,95
0,92,97
0,68,74
0,52,83
0,54,88
0,52,75
0,68,91
1,70,77
1,88,92
0,67,90
0,66,95
0,75,83
0,56,63
0,95,97
0,50,57
0,77,91
0,52,83
0,75,86
0,95,97
1,98,98
1,96,96
1,90,91
0,53,80
1,86,86
1,86,87
0,57,93
0,92,98
0,76,97
0,79,97
0,65,92
1,78,87
0,70,77
0,80,85
1,98,99
0,90,96
0,56,67
0,86,96
0,67,88
0,68,81
0,89,95
0,91,99
0,62,89
0,83,91
0,82,95
1,96,97
0,90,97
0,94,99
0,92,98
1,62,63
1,71,76
1,94,97
0,72,94
0,50,81
0,79,93
1,90,90
0,94,99
0,53,67
0,96,98
0,77,91
1,68,69
0,68,86
0,66,95
0,85,90
1,99,99
1,95,95
0,93,95
0,88,92
1,98,99
0,68,84
0,57,63
0,92,99
1,93,94
1,68,88
0,55,64
0,79,95
0,74,88
0,79,88
0,81,87
1,95,97
1,96,98
0,62,96
0,66,94
0,95,99
0,57,60
0,88,97
0,93,97
0,80,98
0,92,96
0,97,99
1,94,94
1,82,87
1,69,84
0,59,86
0,74,78
0,58,91
1,68,70
1,99,99
0,78,97
0,88,97
1,95,96
1,96,96
1,93,93
0,88,95
1,82,83
0,81,95
0,85,90
0,59,94
0,56,86
0,54,87
0,54,57
1,93,96
0,82,86
0,77,90
0,57,92
0,52,55
0,83,88
1,80,89
0,91,94
1,99,99
0,92,94
0,95,96
0,76,92
0,95,99
0,89,93
0,72,89
1,83,86
0,82,99
0,62,83
0,88,92
0,64,96
1,73,83
0,68,83
0,52,92
1,81,81
0,51,67
1,97,97
1,93,96
0,89,91
1,98,99
0,90,99
0,97,99
0,64,97
0,75,97
1,64,84
1,63,76
0,90,93
0,50,72
0,77,89
0,74,91
1,99,99
1,78,97
1,95,98
1,85,91
1,98,98
0,64,79
0,72,77
1,99,99
0,60,70
0,71,81
0,60,81
0,63,93
1,55,87
0,64,66
0,82,84
0,75,86
0,70,87
1,90,91
0,56,60
0,57,85
0,73,86
0,85,98
1,79,83
0,63,87
0,56,83
0,87,97
0,89,98
1,78,82
1,60,61
0,73,94
1,96,98
0,53,82
0,71,96
0,73,92
0,86,98
0,60,94
0,91,96
0,76,82
0,62,79
1,81,81
0,91,97
0,85,88
0,57,96
0,74,85
1,96,97
1,65,65
1,91,95
0,53,61
0,59,81
0,53,56
1,66,69
0,50,75
1,91,91
0,90,95
1,95,96
0,70,92
0,81,89
0,80,85
0,85,92
0,58,90
1,94,94
0,57,77
0,76,99
0,73,96
0,66,83
0,69,94
0,69,97
0,58,75
1,65,71
0,68,83
0,67,92
0,75,85
1,57,60
0,89,98
1,60,62
0,71,82
0,78,92
0,82,97
1,81,83
0,92,95
0,90,96
0,75,89
0,53,83
0,88,96
1,97,98
0,93,95
0,55,87
1,95,95
0,67,76
0,67,69
0,95,97
1,72,74
0,83,92
0,76,88
1,95,98
0,50,72
0,95,98
1,95,97
0,74,96
0,52,72
1,89,91
0,73,98
0,57,73
0,60,86
0,50,91
0,60,83
0,84,86
0,51,72
0,84,91
1,80,82
0,79,90
1,84,87
1,92,95
0,87,89
0,52,86
0,83,96
1,75,76
0,82,96
0,53,68
0,62,68
1,86,87
0,77,87
0,90,93
0,57,82
0,66,97
0,55,80
1,82,82
1,86,86
0,82,92
0,97,99
0,75,94
0,95,98
1,84,87
1,97,98
0,87,96
0,54,98
0,55,91
0,81,85
0,83,92
0,59,96
0,78,93
0,72,78
1,95,96
0,78,93
0,55,69
0,68,98
1,84,92
0,50,58
0,91,99
0,68,80
0,78,87
0,86,90
1,98,98
0,75,85
1,56,68
0,72,77
1,60,60
1,85,86
1,90,91
0,77,98
0,68,78
0,69,71
0,53,88
1,98,98
1,90,90
0,94,98
1,97,99
0,66,95
1,95,98
0,72,91
0,93,98
0,79,87
0,63,71
0,94,97
0,81,87
0,88,95
0,68,82
0,56,76
0,85,99
0,70,91
0,79,89
0,81,90
0,50,88
0,51,98
0,79,97
1,95,95
0,87,90
1,81,89
0,75,87
0,87,92
0,78,83
0,80,95
0,64,66
1,77,77
0,72,75
0,55,77
0,62,92
1,52,53
0,69,77
0,96,99
0,67,91
0,64,99
0,50,78
0,66,69
0,54,95
0,64,71
1,96,96
1,64,64
0,50,94
0,89,95
0,66,92
0,50,92
0,72,78
1,72,78
0,86,96
0,51,58
1,56,63
1,93,98
0,95,97
1,98,98
0,66,85
0,82,89
0,70,97
1,89,91
1,63,63
0,77,94
0,72,78
0,62,97
0,82,90
1,81,83
0,64,80
0,69,91
1,84,97
0,96,98
0,81,89
0,94,99
1,99,99
1,72,72
1,94,94
1,97,98
0,70,98
0,84,87
0,64,84
0,88,97
0,81,88
1,79,82
0,52,62
0,54,72
0,69,92
1,85,85
1,99,99
1,98,98
1,96,98
0,77,83
0,81,87
1,57,79
0,78,83
1,94,95
0,70,93
0,63,85
0,70,71
0,77,93
0,66,75
0,79,82
0,80,93
0,54,66
0,73,85
0,68,76
0,56,90
0,80,93
1,84,93
0,67,75
1,66,66
0,67,87
0,95,99
0,62,81
0,67,91
1,80,81
0,82,87
1,99,99
1,72,72
0,57,81
1,89,91
1,95,97
0,53,85
1,63,63
0,85,95
0,71,75
1,58,66
0,53,75
0,94,99
0,82,90
0,52,59
0,69,94
0,97,99
1,91,92
0,80,95
0,68,88
0,69,96
1,92,96
0,89,99
1,77,78
0,55,79
0,78,82
0,67,88
0,70,83
1,81,83
1,56,86
1,85,85
0,73,91
0,98,99
0,74,79
0,67,92
1,95,95
0,63,75
0,70,83
1,87,87
1,87,94
0,54,79
0,77,84
0,56,87
1,74,74
1,98,99
0,78,79
0,81,87
0,50,92
1,91,93
0,58,74
0,94,98
1,95,95
0,75,80
0,64,67
0,59,82
0,71,97
0,78,93
0,66,71
0,90,93
0,71,78
1,53,72
0,66,87
1,84,93
0,71,76
1,77,81
0,66,97
1,52,53
0,60,65
0,59,78
0,55,65
0,63,99
0,94,96
0,50,93
1,50,90
0,68,93
0,61,90
0,75,79
1,99,99
0,60,87
0,72,83
0,65,76
0,66,95
1,95,95
1,95,96
0,55,66
0,67,91
0,52,67
1,99,99
0,85,97
1,56,62
0,68,83
0,71,76
1,63,64
0,59,98
0,77,87
0,78,86
0,77,99
0,86,92
0,75,77
1,93,95
0,61,88
0,66,81
0,63,87
0,85,90
1,77,87
0,70,87
1,68,79
0,57,83
0,66,88
0,67,83
0,78,81
0,71,86
0,83,94
1,97,98
0,77,94
0,51,85
0,86,98
0,78,95
0,59,67
1,99,99
0,63,80
0,69,94
0,90,92
0,67,80
1,75,92
0,94,98
0,68,81
0,94,98
0,64,78
0,73,81
0,63,98
0,92,98
0,86,92
0,79,90
1,93,99
0,87,92
0,54,92
0,82,87
1,98,99
0,74,82
0,84,94
0,78,81
0,59,91
0,69,99
1,76,77
0,63,97
0,55,80
1,78,97
0,58,81
0,56,91
0,62,69
0,95,98
0,58,63
1,99,99
0,83,96
0,51,72
0,57,77
0,76,94
1,72,73
0,89,93
0,56,79
1,93,94
0,81,95
0,91,94
1,60,63
1,70,76
0,87,96
1,84,85
1,81,84
0,57,87
0,59,88
0,68,81
0,73,78
0,91,94
1,97,98
0,67,91
0,50,68
0,61,89
0,61,80
0,88,99
1,92,92
0,65,86
0,62,67
0,59,73
0,94,98
0,76,93
0,61,68
0,58,75
1,95,96
0,59,75
1,97,98
1,75,81
0,88,96
0,80,86
0,58,61
0,88,90
1,72,89
0,67,78
0,59,96
0,64,81
1,89,90
0,52,77
0,86,99
0,73,88
0,83,86
0,94,98
0,54,94
1,99,99
0,86,89
0,85,92
0,89,96
1,85,88
0,85,94
0,92,97
0,52,99
1,98,99
0,74,95
0,74,80
0,78,94
1,99,99
0,85,92
1,96,98
0,55,85
1,99,99
0,90,97
0,77,85
0,68,85
0,62,90
0,70,92
1,95,97
0,71,89
0,55,92
1,93,99
0,84,98
0,81,93
0,69,98
1,73,73
0,55,80
0,59,76
1,74,83
0,66,82
0,74,96
0,74,87
0,70,86
1,92,92
1,93,98
0,54,88
0,93,99
0,53,55
0,77,83
0,51,55
0,66,70
0,68,91
0,84,90
0,74,80
0,51,75
0,56,67
0,87,96
0,91,99
1,60,60
0,57,97
0,94,97
0,69,75
0,60,76
0,75,87
0,59,68
1,87,87
0,85,98
0,79,91
0,79,82
0,83,87
0,56,91
0,87,96
1,97,98
0,91,99
1,70,78
0,75,95
0,92,97
0,81,98
0,59,77
0,55,65
1,68,79
0,75,96
1,83,84
0,52,84
0,87,96
0,69,82
1,57,57
0,74,86
1,85,85
0,55,77
0,81,97
1,55,65
0,77,99
0,54,66
0,80,97
0,73,91
1,96,99
0,87,91
1,88,89
0,73,88
0,86,91
0,64,73
0,88,93
0,81,86
0,55,79
0,88,93
1,99,99
1,97,98
0,77,80
1,95,97
0,84,95
1,70,70
0,92,96
0,84,93
0,54,70
0,95,97
0,98,99
0,64,96
0,82,83
0,64,94
0,61,73
0,66,90
0,94,99
0,50,66
0,53,99
0,56,63
1,98,98
0,63,95
0,54,60
0,83,89
0,58,66
0,65,89
1,96,98
0,75,90
1,91,94
0,78,87
0,51,58
1,98,98
0,58,87
0,77,92
0,83,95
1,96,97
0,50,90
0,74,84
0,96,97
1,71,87
0,84,98
0,50,92
0,74,99
0,66,68
0,65,72
0,61,80
0,61,87
1,94,98
0,91,99
0,88,99
0,56,88
1,99,99
0,80,97
1,97,98
1,59,59
0,68,85
0,83,86
0,75,90
0,91,96
0,75,87
0,91,98
0,66,84
0,63,96
0,73,90
1,95,97
1,99,99
0,67,73
0,54,71
0,88,94
0,78,79
0,53,58
0,75,87
1,91,93
1,63,99
0,65,96
0,50,99
0,70,78
0,85,90
0,50,86
0,78,91
1,75,75
0,64,85
0,59,83
0,57,96
0,54,97
1,95,96
0,60,81
0,94,97
1,94,97
0,66,76
0,91,97
0,91,96
0,69,87
0,81,83
0,69,82
0,60,93
0,60,87
0,84,92
1,98,99
0,50,54
0,81,93
1,71,73
0,60,81
1,88,91
0,93,95
0,66,73
0,79,82
1,73,74
0,74,84
0,59,85
0,86,99
0,86,89
0,69,82
1,89,91
0,90,99
0,50,86
0,70,83
0,85,88
0,60,75
0,61,86
0,68,87
0,93,98
0,82,86
0,59,73
1,78,80
0,93,97
1,67,72
1,67,90
1,99,99
1,79,97
0,79,96
0,85,91
0,57,92
0,73,80
0,55,71
0,54,92
0,58,90
1,93,93
0,73,74
0,74,87
1,99,99
0,57,90
1,91,91
0,86,94
0,63,93
0,80,92
0,55,65
1,70,73
0,53,82
0,61,92
0,59,77
0,83,89
0,87,90
0,55,98
1,94,98
1,52,55
0,66,82
0,82,97
0,59,79
0,57,67
1,98,99
0,72,84
1,86,87
0,55,72
0,62,71
1,89,89
0,55,98
0,67,87
0,73,83
1,62,65
0,70,77
0,70,84
1,82,91
0,53,70
0,77,87
1,89,89
1,91,96
1,98,99
0,75,79
1,98,99
0,91,99
0,92,98
1,93,95
0,61,75
0,85,92
1,52,52
0,59,85
0,53,76
0,87,97
0,60,77
0,58,70
1,99,99
0,70,87
0,89,94
1,88,89
0,93,96
0,69,96
0,95,99
0,52,88
0,73,75
1,98,99
0,62,83
0,69,92
0,67,93
0,58,72
0,79,87
1,80,85
0,50,52
1,68,71
0,90,93
0,67,79
1,95,96
0,61,80
0,60,83
0,56,84
0,89,97
0,51,62
0,72,94
0,57,92
0,89,92
1,98,99
1,93,98
0,69,81
0,91,95
0,95,97
0,69,95
0,52,61
0,90,98
0,77,94
0,95,99
0,52,72
1,97,97
1,62,67
0,81,91
0,58,96
0,76,83
0,85,94
1,91,95
0,72,79
0,64,78
0,52,79
0,63,69
0,90,96
0,56,63
1,75,79
0,95,97
0,56,99
0,50,88
0,72,86
0,71,99
0,94,97
0,88,96
1,99,99
0,79,96
0,90,93
0,62,69
1,99,99
0,63,77
0,68,74
0,51,74
0,89,93
0,61,88
1,50,65
0,90,97
0,56,89
0,80,99
1,72,88
0,58,61
1,79,80
0,66,85
1,96,99
0,90,92
0,92,96
1,56,66
0,75,92
0,87,91
0,75,89
0,91,93
0,92,96
0,87,99
0,77,91
0,60,67
1,95,97
0,57,96
0,51,56
0,67,72
1,98,98
1,76,79
0,62,71
0,59,65
1,75,76
0,56,82
0,55,79
0,74,81
1,91,91
0,78,85
0,87,97
1,82,89
1,72,94
0,75,99
0,69,84
0,59,90
0,54,68
0,92,99
0,58,82
0,92,98
1,95,96
0,73,85
1,86,88
1,94,94
0,73,95
0,87,93
0,65,96
1,72,76
0,61,93
0,82,96
1,99,99
0,91,96
1,52,59
1,71,72
1,81,84
1,58,67
1,83,86
0,65,95
0,61,90
0,81,99
0,70,91
1,97,97
0,87,92
1,87,87
0,67,78
1,91,91
0,76,80
0,65,80
0,88,93
0,70,83
0,58,88
1,84,89
0,55,87
0,90,98
0,51,87
0,58,67
0,72,85
0,85,93
0,81,88
0,75,83
0,80,90
0,59,95
1,81,82
1,74,78
0,57,60
0,94,97
0,63,76
1,99,99
0,75,96
0,58,64
0,81,92
1,75,76
0,69,89
1,93,97
1,75,78
0,73,84
1,83,83
0,68,96
1,93,93
1,92,94
0,85,94
0,81,91
0,57,82
0,86,95
0,63,90
0,78,85
0,66,82
0,61,97
0,68,75
0,57,97
0,51,82
0,81,87
0,68,92
0,78,97
1,83,84
0,56,67
0,53,97
1,93,95
0,77,88
0,81,90
1,89,93
0,53,90
0,55,89
0,61,81
1,85,97
0,59,83
0,59,79
1,97,97
1,64,67
0,57,61
0,89,98
0,67,97
0,75,95
0,72,76
1,76,77
0,82,85
1,84,87
0,77,81
0,84,93
0,75,95
1,90,92
1,85,85
1,62,95
1,86,91
0,50,74
0,92,99
0,79,96
0,82,88
0,64,94
1,91,92
0,51,65
1,93,95
0,90,99
0,66,72
0,72,92
0,55,92
0,69,82
0,56,86
0,76,95
0,96,99
0,81,95
0,79,92
0,74,78
1,93,95
1,92,95
0,73,82
0,61,82
0,55,68
0,67,86
1,88,89
1,76,80
0,62,64
1,53,62
0,59,95
0,66,84
0,85,98
0,91,94
0,59,78
0,70,89
1,63,71
0,60,66
1,73,77
1,97,98
1,93,96
0,75,81
0,90,94
0,70,73
0,92,95
0,64,98
1,72,72
0,67,99
0,53,67
0,78,99
1,93,97
1,77,87
0,74,82
0,72,82
0,56,91
1,86,88
0,72,95
0,50,75
0,53,76
0,81,86
0,75,90
0,82,91
0,68,75
1,98,99
0,63,81
0,92,95
0,61,97
0,54,57
0,65,71
1,56,56
0,92,99
0,92,97
1,98,99
0,79,88
0,60,94
1,87,91
0,60,99
1,96,96
0,81,88
0,87,92
0,75,79
0,83,95
1,65,87
0,68,98
0,89,99
0,65,72
0,73,92
1,96,97
1,74,81
0,87,96
1,85,85
1,98,99
0,51,98
0,84,88
0,89,94
0,84,94
0,69,96
0,88,97
0,67,97
0,77,98
0,88,98
1,90,94
1,60,62
0,59,85
0,73,84
1,88,89
0,58,89
0,69,92
0,52,62
0,59,72
0,94,99
1,99,99
0,92,96
0,73,88
1,94,97
0,76,93
1,89,97
1,99,99
0,87,99
0,86,89
0,53,98
0,60,84
1,84,85
0,51,99
0,64,91
0,56,94
1,74,75
0,84,90
0,66,79
0,77,89
0,81,84
0,81,86
0,69,87
0,93,97
0,91,93
0,67,77
0,73,95
0,53,99
0,60,75
0,78,89
0,52,95
1,50,51
0,74,80
0,63,92
0,51,91
0,82,96
1,81,81
0,58,60
0,86,94
0,50,83
1,69,69
0,61,87
0,58,86
0,71,74
1,99,99
0,69,98
0,90,94
0,78,91
0,54,81
0,80,99
0,69,84
0,80,91
0,67,81
0,75,91
0,88,97
1,86,86
0,58,94
0,62,84
0,96,99
0,83,86
0,76,88
0,74,81
0,62,84
0,74,80
1,98,99
0,77,98
1,83,84
0,50,99
0,53,57
1,50,68
0,96,98
0,60,85
0,53,91
1,88,88
0,57,88
0,95,97
0,80,93
0,54,56
0,94,96
0,66,94
0,96,98
0,92,96
0,82,97
0,75,87
0,52,68
0,64,96
0,69,80
1,98,98
0,91,93
0,75,96
1,99,99
0,91,97
0,77,96
0,54,58
1,95,99
1,85,85
